Book_Name,Author,Release_Date,Narrator,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length
Crystal Awakening,Andrew Rowe,"Release Date:
                                    29-11-22",Travis Baldree,,Not rated yet,"₹1,842.00","['Language:', 'English']",Length: 18 hrs and 5 mins
Upon an Old Wall Dreaming,Ruskin Bond,"Release Date:
                                    16-02-17",Sagar Arya,5 out of 5 stars,5 ratings,₹364.00,"['Language:', 'English']",Length: 7 hrs and 12 mins
The Perfect Hope,Nora Roberts,"Release Date:
                                    06-11-12",MacLeod Andrews,4 out of 5 stars,5 ratings,"₹1,005.00","['Language:', 'English']",Length: 10 hrs and 13 mins
Pride and Prejudice [Audible Studios],Jane Austen,"Release Date:
                                    28-02-06",Lindsay Duncan,5 out of 5 stars,3 ratings,₹748.00,"['Language:', 'English']",Length: 12 hrs and 3 mins
Shadow Princess,Indu Sundaresan,"Release Date:
                                    22-03-16",Sneha Mathan,4.5 out of 5 stars,33 ratings,₹820.00,"['Language:', 'English']",Length: 13 hrs and 25 mins
Win Bigly,Scott Adams,"Release Date:
                                    31-10-17",Scott Adams,4 out of 5 stars,13 ratings,"₹1,005.00","['Language:', 'English']",Length: 9 hrs and 2 mins
When Nietzsche Wept,Irvin D. Yalom,"Release Date:
                                    28-10-15",Richard Powers,5 out of 5 stars,10 ratings,₹820.00,"['Language:', 'English']",Length: 15 hrs and 25 mins
Zen in the Art of Writing,Ray Bradbury,"Release Date:
                                    05-01-18",Jim Frangione,4.5 out of 5 stars,7 ratings,₹469.00,"['Language:', 'English']",Length: 3 hrs and 54 mins
Clear and Present Danger,Tom Clancy,"Release Date:
                                    31-01-14",Michael Prichard,4.5 out of 5 stars,10 ratings,"₹1,054.00","['Language:', 'English']",Length: 30 hrs and 7 mins
The 6th Extinction,James Rollins,"Release Date:
                                    31-08-21",Christian Baskous,5 out of 5 stars,1 rating,"₹1,055.00","['Language:', 'English']",Length: 14 hrs and 59 mins
Never Go Back,Lee Child,"Release Date:
                                    29-08-13",Jeff Harding,4.5 out of 5 stars,13 ratings,₹957.00,"['Language:', 'English']",Length: 11 hrs and 45 mins
Ruin,John Gwynne,"Release Date:
                                    16-07-15",Damian Lynch,4.5 out of 5 stars,3 ratings,₹987.00,"['Language:', 'English']",Length: 28 hrs and 14 mins
A Place Called Home,Preeti Shenoy,"Release Date:
                                    10-08-22",Pallavi Bharti,4.5 out of 5 stars,3 ratings,"₹1,406.00","['Language:', 'English']",Length: 7 hrs and 56 mins
The Convenient Marriage,Georgette Heyer,"Release Date:
                                    04-02-21",Avita Jay,5 out of 5 stars,6 ratings,₹888.00,"['Language:', 'English']",Length: 10 hrs and 33 mins
Letters from an Astrophysicist,Neil deGrasse Tyson,"Release Date:
                                    08-10-19",Neil deGrasse Tyson,5 out of 5 stars,31 ratings,₹888.00,"['Language:', 'English']",Length: 5 hrs and 35 mins
Glory,NoViolet Bulawayo,"Release Date:
                                    07-04-22",Chipo Chung,4 out of 5 stars,4 ratings,"₹1,093.00","['Language:', 'English']",Length: 16 hrs and 10 mins
David Copperfield,Charles Dickens,"Release Date:
                                    14-11-08",Martin Jarvis,5 out of 5 stars,19 ratings,₹835.00,"['Language:', 'English']",Length: 34 hrs and 33 mins
How to Read and Understand Shakespeare,Marc C. Conner,"Release Date:
                                    08-07-13",Marc C. Conner,5 out of 5 stars,2 ratings,"₹1,171.00","['Language:', 'English']",Length: 12 hrs and 6 mins
The Last Guardian,Victor Kloss,"Release Date:
                                    19-09-17",Peter Kenny,,Not rated yet,"₹1,005.00","['Language:', 'English']",Length: 8 hrs and 21 mins
Going Postal,Terry Pratchett,"Release Date:
                                    06-07-07",Stephen Briggs,5 out of 5 stars,11 ratings,₹820.00,"['Language:', 'English']",Length: 10 hrs and 57 mins
Shakespeare's Tragedies,Clare R. Kinney,"Release Date:
                                    08-07-13",Clare R. Kinney,,Not rated yet,"₹1,171.00","['Language:', 'English']",Length: 12 hrs and 1 min
The Man Who Mistook His Wife for a Hat,Oliver Sacks,"Release Date:
                                    12-07-18",Jonathan Davis,4.5 out of 5 stars,31 ratings,₹323.00,"['Language:', 'English']",Length: 9 hrs and 33 mins
The Monster Collection,Mary Shelley,"Release Date:
                                    24-10-17",Richard Armitage,4 out of 5 stars,2 ratings,"₹1,898.00","['Language:', 'English']",Length: 30 hrs and 25 mins
Persuasion,Jane Austen,"Release Date:
                                    01-01-06",Greta Scacchi,4.5 out of 5 stars,57 ratings,₹653.00,"['Language:', 'English']",Length: 8 hrs and 13 mins
Bones & All,Camille DeAngelis,"Release Date:
                                    03-09-15",Julia Knippen,,Not rated yet,₹668.00,"['Language:', 'English']",Length: 9 hrs and 5 mins
Women Aur Weight Loss Ka Tamasha [Women and the Weight Loss Tamasha],Rujuta Diwekar,"Release Date:
                                    07-02-18",Shweta Pradhan,5 out of 5 stars,1 rating,₹243.00,"['Language:', 'Hindi']",Length: 16 hrs and 9 mins
Guide (Hindi Edition),R.K. Narayan,"Release Date:
                                    03-03-20",Shashi Chaturvedi,4.5 out of 5 stars,16 ratings,₹231.00,"['Language:', 'Hindi']",Length: 8 hrs and 42 mins
The Naked Face & The Stars Shine Down,Sidney Sheldon,"Release Date:
                                    09-08-16",Roger Moore,4 out of 5 stars,3 ratings,₹585.00,"['Language:', 'English']",Length: 5 hrs and 19 mins
Life of Pi,Yann Martel,"Release Date:
                                    01-06-17",Sanjeev Bhaskar,4.5 out of 5 stars,19 ratings,₹797.00,"['Language:', 'English']",Length: 11 hrs and 36 mins
Ukridge,P. G. Wodehouse,"Release Date:
                                    18-01-06",Jonathan Cecil,,Not rated yet,₹607.00,"['Language:', 'English']",Length: 7 hrs and 26 mins
The Obsession,Nora Roberts,"Release Date:
                                    12-04-16",Shannon McManus,5 out of 5 stars,5 ratings,"₹1,008.00","['Language:', 'English']",Length: 14 hrs and 19 mins
Night over Water,Ken Follett,"Release Date:
                                    23-08-18",Russell Bentley,4.5 out of 5 stars,7 ratings,₹323.00,"['Language:', 'English']",Length: 18 hrs and 41 mins
Letters to a Young Poet,Rainer Maria Rilke,"Release Date:
                                    19-02-16",Dan Stevens,4.5 out of 5 stars,19 ratings,₹615.00,"['Language:', 'English']",Length: 1 hr and 51 mins
Half Bad,Sally Green,"Release Date:
                                    03-03-14",Carl Prekopp,,Not rated yet,₹683.00,"['Language:', 'English']",Length: 8 hrs and 34 mins
Northanger Abbey,Jane Austen,"Release Date:
                                    16-01-08",Nadia May,4.5 out of 5 stars,7 ratings,₹668.00,"['Language:', 'English']",Length: 7 hrs and 33 mins
No Man's Land,David Baldacci,"Release Date:
                                    17-11-16",Kyf Brewer,5 out of 5 stars,11 ratings,₹323.00,"['Language:', 'English']",Length: 11 hrs and 36 mins
The Western Canon,Harold Bloom,"Release Date:
                                    26-10-00",James Armstrong,4 out of 5 stars,1 rating,"₹1,338.00","['Language:', 'English']",Length: 22 hrs and 4 mins
Dare Nation - The Entire Collection,Carly Phillips,"Release Date:
                                    30-03-21",Erin Mallon,4 out of 5 stars,8 ratings,"₹1,289.00","['Language:', 'English']",Length: 20 hrs and 12 mins
The Persian Boy,Mary Renault,"Release Date:
                                    11-12-14",Roger May,5 out of 5 stars,1 rating,₹987.00,"['Language:', 'English']",Length: 19 hrs and 57 mins
The Kind Worth Killing,Peter Swanson,"Release Date:
                                    26-05-22",Kathleen Early,4 out of 5 stars,1 rating,₹873.00,"['Language:', 'English']",Length: 10 hrs and 17 mins
Four Treasures of the Sky,Jenny Tinghui Zhang,"Release Date:
                                    28-04-22",Katharine Chin,4 out of 5 stars,4 ratings,₹888.00,"['Language:', 'English']",Length: 12 hrs and 18 mins
Finding Lady Enderly,Joanna Davidson Politano,"Release Date:
                                    20-08-19",Sarah Nichols,4 out of 5 stars,4 ratings,₹700.00,"['Language:', 'English']",Length: 9 hrs and 39 mins
Honor's Splendour,Julie Garwood,"Release Date:
                                    29-06-10",Anne Flosnik,5 out of 5 stars,1 rating,"₹1,008.00","['Language:', 'English']",Length: 13 hrs and 49 mins
Northanger Abbey,Jane Austen,"Release Date:
                                    29-01-08",Anna Massey,4.5 out of 5 stars,8 ratings,₹607.00,"['Language:', 'English']",Length: 7 hrs and 40 mins
Spartacus,Howard Fast,"Release Date:
                                    16-10-13",Julian Elfer,5 out of 5 stars,2 ratings,₹836.00,"['Language:', 'English']",Length: 12 hrs and 22 mins
Sons,Pearl S. Buck,"Release Date:
                                    14-02-17",Adam Verner,4.5 out of 5 stars,2 ratings,₹820.00,"['Language:', 'English']",Length: 13 hrs and 58 mins
Young Mungo,Douglas Stuart,"Release Date:
                                    14-04-22",Chris Reilly,4.5 out of 5 stars,4 ratings,₹323.00,"['Language:', 'English']",Length: 13 hrs and 41 mins
The Enemies of My Country,Jason Kasper,"Release Date:
                                    15-01-21",Corey M. Snow,5 out of 5 stars,5 ratings,₹820.00,"['Language:', 'English']",Length: 10 hrs and 55 mins
Priest: A Love Story,Sierra Simone,"Release Date:
                                    13-06-17",Jacob Morgan,4.5 out of 5 stars,16 ratings,₹668.00,"['Language:', 'English']",Length: 8 hrs and 7 mins
One Italian Summer,Rebecca Serle,"Release Date:
                                    01-03-22",Lauren Graham,5 out of 5 stars,1 rating,₹759.00,"['Language:', 'English']",Length: 6 hrs and 21 mins
Wolf Totem,Jiang Rong,"Release Date:
                                    29-04-08",Jason Culp,5 out of 5 stars,8 ratings,₹820.00,"['Language:', 'English']",Length: 22 hrs and 21 mins
Gitanjali,Rabindranath Tagore,"Release Date:
                                    07-10-19",Michael Fitzpatrick,5 out of 5 stars,7 ratings,₹562.00,"['Language:', 'English']",Length: 1 hr and 19 mins
FantasticLand,Mike Bockoven,"Release Date:
                                    01-01-17",Angela Dawe,,Not rated yet,"₹1,005.00","['Language:', 'English']",Length: 10 hrs and 1 min
A Stranger in the Mirror,Sidney Sheldon,"Release Date:
                                    05-12-16",Shannon Engemann,4 out of 5 stars,7 ratings,₹702.00,"['Language:', 'English']",Length: 7 hrs and 19 mins
The Time Machine,H. G. Wells,"Release Date:
                                    06-02-17",John Banks,4.5 out of 5 stars,11 ratings,₹227.00,"['Language:', 'English']",Length: 3 hrs and 22 mins
"Stiff Upper Lip, Jeeves",P. G. Wodehouse,"Release Date:
                                    25-08-05",Jonathan Cecil,5 out of 5 stars,5 ratings,₹512.00,"['Language:', 'English']",Length: 5 hrs and 11 mins
Dilli Tha Jis Ka Naam (Urdu Edition),Intizar Hussain,"Release Date:
                                    13-09-18",Arif Bahalim,5 out of 5 stars,8 ratings,₹703.00,"['Language:', 'urdu']",Length: 7 hrs and 35 mins
Games People Play,Louise Voss,"Release Date:
                                    16-05-17",Caitlin Thorburn,,Not rated yet,₹721.00,"['Language:', 'English']",Length: 14 hrs and 16 mins
The Windfall,Diksha Basu,"Release Date:
                                    13-07-17",Homer Todiwala,3 out of 5 stars,6 ratings,₹569.00,"['Language:', 'English']",Length: 8 hrs and 54 mins
The Searcher,Tana French,"Release Date:
                                    05-11-20",Roger Clark,4.5 out of 5 stars,9 ratings,₹888.00,"['Language:', 'English']",Length: 14 hrs and 32 mins
Bhayanak Aadmi [The Dangerous Man],Ibne Safi,"Release Date:
                                    29-07-22",Shamshad Ali Khan,5 out of 5 stars,3 ratings,₹0.00,"['Language:', 'urdu']",Length: 1 hr and 19 mins
Em and the Big Hoom,Jerry Pinto,"Release Date:
                                    01-01-17",Sam Dastor,4.5 out of 5 stars,46 ratings,₹398.00,"['Language:', 'English']",Length: 6 hrs and 8 mins
The Citadel,A. J. Cronin,"Release Date:
                                    08-09-10",Franklin Engelmann,5 out of 5 stars,1 rating,₹873.00,"['Language:', 'English']",Length: 15 hrs and 26 mins
Addicted to Him,Monica Murphy,"Release Date:
                                    08-09-20",Sarah McEwan,2.5 out of 5 stars,3 ratings,₹937.00,"['Language:', 'English']",Length: 13 hrs
Konrad Curze: The Night Haunter,Guy Haley,"Release Date:
                                    10-08-19",Jonathan Keeble,,Not rated yet,₹759.00,"['Language:', 'English']",Length: 6 hrs and 5 mins
Truth or Beard,Penny Reid,"Release Date:
                                    12-11-15",Joy Nash,4 out of 5 stars,7 ratings,₹836.00,"['Language:', 'English']",Length: 13 hrs and 44 mins
The Mayor of Casterbridge,Thomas Hardy,"Release Date:
                                    05-05-09",Tony Britton,5 out of 5 stars,8 ratings,₹759.00,"['Language:', 'English']",Length: 13 hrs and 12 mins
Les Misérables,Christine Donougher,"Release Date:
                                    23-04-20",Adeel Akhtar,4.5 out of 5 stars,3 ratings,"₹1,093.00","['Language:', 'English']",Length: 65 hrs and 41 mins
The Night Manager,John le Carré,"Release Date:
                                    07-11-11",Michael Jayston,4.5 out of 5 stars,7 ratings,"₹1,195.00","['Language:', 'English']",Length: 19 hrs and 1 min
The Secret Garden,Frances Hodgson Burnett,"Release Date:
                                    18-08-08",Johanna Ward,5 out of 5 stars,19 ratings,₹836.00,"['Language:', 'English']",Length: 8 hrs and 10 mins
Witches Abroad,Terry Pratchett,"Release Date:
                                    28-04-22",Indira Varma,5 out of 5 stars,5 ratings,"₹1,093.00","['Language:', 'English']",Length: 9 hrs and 53 mins
Lucy by the Sea,Elizabeth Strout,"Release Date:
                                    06-10-22",Kimberly Farr,,Not rated yet,₹888.00,"['Language:', 'English']",Length: 8 hrs and 19 mins
His Forsaken Bride,Alice Coldbreath,"Release Date:
                                    07-01-20",Anne Flosnik,5 out of 5 stars,2 ratings,₹820.00,"['Language:', 'English']",Length: 17 hrs and 18 mins
Northanger Abbey,Jane Austen,"Release Date:
                                    01-01-06",Juliet Stevenson,4.5 out of 5 stars,9 ratings,₹836.00,"['Language:', 'English']",Length: 8 hrs and 17 mins
The Cost of Living,Deborah Levy,"Release Date:
                                    05-04-18",Juliet Stevenson,5 out of 5 stars,15 ratings,₹615.00,"['Language:', 'English']",Length: 3 hrs and 13 mins
